statut_compte,duree_credit_mois,historique_credit,motif_pret,montant_credit_eur,epargne,anciennete_emploi,taux_effort_pct,statut_personnel,autres_debiteurs,duree_residence_ans,patrimoine,age_annees,autres_plans_paiement,logement,nombre_credits_existants,profession,personnes_a_charge,telephone,travailleur_etranger,statut_defaut_brut,statut_defaut,probabilite_defaut_pct,decision_credit,client_id
A14,6,A34,A42,1221,A65,A73,1,A94,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,1,0,18.6,✅ ACCORDÉ,GER-CLI-1792
A13,24,A32,A42,2892,A61,A75,3,A91,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,1,0,31.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1793
A14,24,A32,A42,3062,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1,0,46.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1794
A14,9,A32,A42,2301,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,0,28.4,✅ ACCORDÉ,GER-CLI-1795
A11,18,A32,A41,7511,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,2,1,34.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1796
A14,12,A34,A42,1258,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,1,0,27.1,✅ ACCORDÉ,GER-CLI-1797
A14,24,A33,A40,717,A65,A75,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1,0,27.8,✅ ACCORDÉ,GER-CLI-1798
A12,9,A32,A40,1549,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1,0,29.0,✅ ACCORDÉ,GER-CLI-1799
A14,24,A34,A46,1597,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1,0,30.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1800
A12,18,A34,A43,1795,A61,A75,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,1,0,25.9,✅ ACCORDÉ,GER-CLI-1801
A11,20,A34,A42,4272,A61,A75,1,A92,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,1,0,36.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1802
A14,12,A34,A43,976,A65,A75,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,1,0,29.0,✅ ACCORDÉ,GER-CLI-1803
A12,12,A32,A40,7472,A65,A71,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,1,0,42.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1804
A11,36,A32,A40,9271,A61,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,2,1,70.9,❌ REFUSÉ,GER-CLI-1805
A12,6,A32,A43,590,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,0,24.0,✅ ACCORDÉ,GER-CLI-1806
A14,12,A34,A43,930,A65,A75,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,1,0,18.2,✅ ACCORDÉ,GER-CLI-1807
A12,42,A31,A41,9283,A61,A71,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,1,0,56.3,❌ REFUSÉ,GER-CLI-1808
A12,15,A30,A40,1778,A61,A72,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,2,1,28.8,✅ ACCORDÉ,GER-CLI-1809
A12,8,A32,A49,907,A61,A72,3,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,1,0,26.0,✅ ACCORDÉ,GER-CLI-1810
A12,6,A32,A43,484,A61,A74,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,1,0,23.0,✅ ACCORDÉ,GER-CLI-1811
A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,2,1,79.3,❌ REFUSÉ,GER-CLI-1812
A11,48,A32,A44,3051,A61,A73,3,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,2,1,47.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1813
A11,48,A32,A40,3931,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,2,1,60.1,❌ REFUSÉ,GER-CLI-1814
A12,36,A33,A40,7432,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1,0,50.4,❌ REFUSÉ,GER-CLI-1815
A14,6,A32,A44,1338,A63,A73,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1,0,10.3,✅ ACCORDÉ,GER-CLI-1816
A14,6,A34,A43,1554,A61,A74,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,1,0,20.3,✅ ACCORDÉ,GER-CLI-1817
A11,36,A32,A410,15857,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,0,81.7,❌ REFUSÉ,GER-CLI-1818
A11,18,A32,A43,1345,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,2,1,38.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1819
A14,12,A32,A40,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,1,0,28.6,✅ ACCORDÉ,GER-CLI-1820
A13,12,A32,A43,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,0,36.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1821
A11,36,A32,A42,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,2,1,39.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1822
A11,8,A34,A40,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,0,21.6,✅ ACCORDÉ,GER-CLI-1823
A14,18,A34,A42,3780,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,0,37.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1824
A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1,0,39.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1825
A11,18,A34,A40,3966,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,2,1,30.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1826
A14,18,A30,A49,4165,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,2,1,34.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1827
A11,36,A32,A41,8335,A65,A75,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,2,1,62.0,❌ REFUSÉ,GER-CLI-1828
A12,48,A33,A49,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1,0,72.8,❌ REFUSÉ,GER-CLI-1829
A14,24,A33,A49,2375,A63,A73,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,1,0,37.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1830
A11,18,A32,A40,1216,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,2,1,39.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1831
A11,45,A30,A49,11816,A61,A75,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,2,1,80.9,❌ REFUSÉ,GER-CLI-1832
A12,24,A32,A43,5084,A65,A75,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,1,0,38.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1833
A13,15,A32,A43,2327,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,2,1,31.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1834
A11,12,A30,A40,1082,A61,A73,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,2,1,24.3,✅ ACCORDÉ,GER-CLI-1835
A14,12,A32,A43,886,A65,A73,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,0,34.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1836
A14,4,A32,A42,601,A61,A72,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,1,0,17.5,✅ ACCORDÉ,GER-CLI-1837
A11,24,A34,A41,2957,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1,0,31.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1838
A14,24,A34,A43,2611,A61,A75,4,A94,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,1,0,37.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1839
A11,36,A32,A42,5179,A61,A74,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,2,1,64.0,❌ REFUSÉ,GER-CLI-1840
A14,21,A33,A41,2993,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,1,0,40.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1841
A14,18,A32,A45,1943,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,2,1,41.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1842
A14,24,A31,A49,1559,A61,A74,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,1,0,32.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1843
A14,18,A32,A42,3422,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,0,35.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1844
A12,21,A32,A42,3976,A65,A74,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,1,0,36.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1845
A14,18,A32,A40,6761,A65,A73,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,2,1,28.8,✅ ACCORDÉ,GER-CLI-1846
A14,24,A32,A40,1249,A61,A72,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,0,41.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1847
A11,9,A32,A43,1364,A61,A74,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,1,0,16.7,✅ ACCORDÉ,GER-CLI-1848
A11,12,A32,A43,709,A61,A75,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,2,1,20.2,✅ ACCORDÉ,GER-CLI-1849
A11,20,A34,A40,2235,A61,A73,4,A94,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,2,1,39.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1850
A14,24,A34,A41,4042,A65,A74,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,1,0,39.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1851
A14,15,A34,A43,1471,A61,A73,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1,0,32.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1852
A11,18,A31,A40,1442,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,2,1,35.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1853
A14,36,A33,A40,10875,A61,A75,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,1,0,67.1,❌ REFUSÉ,GER-CLI-1854
A14,24,A32,A40,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,1,0,39.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1855
A14,10,A32,A48,894,A65,A74,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,1,0,25.6,✅ ACCORDÉ,GER-CLI-1856
A14,15,A34,A42,3343,A61,A73,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,1,0,42.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1857
A11,15,A32,A40,3959,A61,A73,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,2,1,39.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1858
A14,9,A32,A40,3577,A62,A73,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,1,0,26.6,✅ ACCORDÉ,GER-CLI-1859
A14,24,A34,A41,5804,A64,A73,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,0,58.7,❌ REFUSÉ,GER-CLI-1860
A14,18,A33,A49,2169,A61,A73,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,2,1,40.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1861
A11,24,A32,A43,2439,A61,A72,4,A92,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,2,1,42.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1862
A14,27,A34,A42,4526,A64,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1,0,53.7,❌ REFUSÉ,GER-CLI-1863
A14,10,A32,A42,2210,A61,A73,2,A93,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,2,1,27.5,✅ ACCORDÉ,GER-CLI-1864
A14,15,A32,A42,2221,A63,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1,0,32.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1865
A11,18,A32,A43,2389,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,1,0,41.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1866
A14,12,A34,A42,3331,A61,A75,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,1,0,25.3,✅ ACCORDÉ,GER-CLI-1867
A14,36,A32,A49,7409,A65,A75,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,1,0,63.4,❌ REFUSÉ,GER-CLI-1868
A11,12,A32,A42,652,A61,A75,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,0,32.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1869
A14,36,A33,A42,7678,A63,A74,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,1,0,58.2,❌ REFUSÉ,GER-CLI-1870
A13,6,A34,A40,1343,A61,A75,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,1,0,13.7,✅ ACCORDÉ,GER-CLI-1871
A11,24,A34,A49,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,1,0,42.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1872
A14,15,A32,A44,874,A65,A72,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1,0,35.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1873
A11,12,A32,A42,3590,A61,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,1,0,31.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1874
A12,11,A34,A40,1322,A64,A73,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,1,0,27.5,✅ ACCORDÉ,GER-CLI-1875
A11,18,A31,A43,1940,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,1,0,31.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1876
A14,36,A32,A43,3595,A61,A75,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,0,58.9,❌ REFUSÉ,GER-CLI-1877
A11,9,A32,A40,1422,A61,A72,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,2,1,27.8,✅ ACCORDÉ,GER-CLI-1878
A14,30,A34,A43,6742,A65,A74,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,1,0,52.3,❌ REFUSÉ,GER-CLI-1879
A14,24,A32,A41,7814,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1,0,55.8,❌ REFUSÉ,GER-CLI-1880
A14,24,A32,A41,9277,A65,A73,2,A91,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,1,0,51.3,❌ REFUSÉ,GER-CLI-1881
A12,30,A34,A40,2181,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,0,45.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1882
A14,18,A34,A43,1098,A61,A71,4,A92,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,1,0,21.5,✅ ACCORDÉ,GER-CLI-1883
A12,24,A32,A42,4057,A61,A74,3,A91,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,2,1,39.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1884
A11,12,A32,A46,795,A61,A72,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,2,1,21.7,✅ ACCORDÉ,GER-CLI-1885
A12,24,A34,A49,2825,A65,A74,4,A93,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1,0,44.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1886
A12,48,A32,A49,15672,A61,A73,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,2,1,90.3,❌ REFUSÉ,GER-CLI-1887
A14,36,A34,A40,6614,A61,A75,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,1,0,66.6,❌ REFUSÉ,GER-CLI-1888
A14,28,A31,A41,7824,A65,A72,3,A93,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,1,0,57.8,❌ REFUSÉ,GER-CLI-1889
A11,27,A34,A49,2442,A61,A75,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,1,0,40.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1890
A14,15,A34,A43,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,1,0,29.0,✅ ACCORDÉ,GER-CLI-1891
A11,12,A34,A40,2171,A61,A73,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,1,0,31.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1892
A12,36,A34,A41,5800,A61,A73,3,A93,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,1,0,59.1,❌ REFUSÉ,GER-CLI-1893
A14,18,A34,A43,1169,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,1,0,36.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1894
A14,36,A33,A41,8947,A65,A74,3,A93,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,1,0,71.1,❌ REFUSÉ,GER-CLI-1895
A11,21,A32,A43,2606,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,0,44.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1896
A14,12,A34,A42,1592,A64,A74,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,1,0,26.9,✅ ACCORDÉ,GER-CLI-1897
A14,15,A32,A42,2186,A65,A74,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,1,0,23.5,✅ ACCORDÉ,GER-CLI-1898
A11,18,A32,A42,4153,A61,A73,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,2,1,31.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1899
A11,16,A34,A40,2625,A61,A75,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,2,1,25.2,✅ ACCORDÉ,GER-CLI-1900
A14,20,A34,A40,3485,A65,A72,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,1,0,29.8,✅ ACCORDÉ,GER-CLI-1901
A14,36,A34,A41,10477,A65,A75,2,A93,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,1,0,67.1,❌ REFUSÉ,GER-CLI-1902
A14,15,A32,A43,1386,A65,A73,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,1,0,30.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1903
A14,24,A32,A43,1278,A61,A75,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,1,0,37.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1904
A11,12,A32,A43,1107,A61,A73,2,A93,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,1,0,27.4,✅ ACCORDÉ,GER-CLI-1905
A11,21,A32,A40,3763,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1,0,40.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1906
A12,36,A32,A46,3711,A65,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,0,49.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1907
A14,15,A33,A41,3594,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1,0,22.6,✅ ACCORDÉ,GER-CLI-1908
A12,9,A32,A40,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1,0,23.0,✅ ACCORDÉ,GER-CLI-1909
A14,36,A33,A43,4454,A61,A73,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,1,0,59.1,❌ REFUSÉ,GER-CLI-1910
A12,24,A34,A42,4736,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,2,1,45.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1911
A12,30,A32,A43,2991,A65,A75,2,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1,0,43.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1912
A14,11,A32,A49,2142,A64,A75,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,1,0,23.0,✅ ACCORDÉ,GER-CLI-1913
A11,24,A31,A49,3161,A61,A73,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,2,1,46.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1914
A12,48,A30,A410,18424,A61,A73,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,2,1,90.6,❌ REFUSÉ,GER-CLI-1915
A14,10,A32,A41,2848,A62,A73,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,1,0,22.9,✅ ACCORDÉ,GER-CLI-1916
A11,6,A32,A40,14896,A61,A75,1,A93,A101,4,A124,68,A141,A152,1,A174,1,A192,A201,2,1,43.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1917
A11,24,A32,A42,2359,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,2,1,29.2,✅ ACCORDÉ,GER-CLI-1918
A11,24,A32,A42,3345,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,2,1,43.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1919
A14,18,A34,A42,1817,A61,A73,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,1,0,39.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1920
A14,48,A33,A43,12749,A63,A74,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,1,0,87.1,❌ REFUSÉ,GER-CLI-1921
A11,9,A32,A43,1366,A61,A72,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,2,1,29.6,✅ ACCORDÉ,GER-CLI-1922
A12,12,A32,A40,2002,A61,A74,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,1,0,30.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1923
A11,24,A31,A42,6872,A61,A72,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,2,1,39.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1924
A11,12,A31,A40,697,A61,A72,4,A93,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,2,1,23.9,✅ ACCORDÉ,GER-CLI-1925
A11,18,A34,A42,1049,A61,A72,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,1,0,39.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1926
A11,48,A32,A41,10297,A61,A74,4,A93,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,2,1,81.8,❌ REFUSÉ,GER-CLI-1927
A14,30,A32,A43,1867,A65,A75,4,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,1,0,33.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1928
A11,12,A33,A40,1344,A61,A73,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,1,0,26.9,✅ ACCORDÉ,GER-CLI-1929
A11,24,A32,A42,1747,A61,A72,4,A93,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,1,0,45.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1930
A12,9,A32,A43,1670,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2,1,35.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1931
A14,9,A34,A40,1224,A61,A73,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,1,0,26.0,✅ ACCORDÉ,GER-CLI-1932
A14,12,A34,A43,522,A63,A75,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,1,0,24.9,✅ ACCORDÉ,GER-CLI-1933
A11,12,A32,A43,1498,A61,A73,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,1,0,36.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1934
A12,30,A33,A43,1919,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,2,1,47.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1935
A13,9,A32,A43,745,A61,A73,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,2,1,25.4,✅ ACCORDÉ,GER-CLI-1936
A12,6,A32,A43,2063,A61,A72,4,A94,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,1,0,30.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1937
A12,60,A32,A46,6288,A61,A73,4,A93,A101,4,A124,42,A143,A153,1,A173,1,A191,A201,2,1,76.9,❌ REFUSÉ,GER-CLI-1938
A14,24,A34,A41,6842,A65,A73,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,1,0,43.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1939
A14,12,A32,A40,3527,A65,A72,2,A93,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,1,0,24.8,✅ ACCORDÉ,GER-CLI-1940
A14,10,A32,A40,1546,A61,A73,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,1,0,27.1,✅ ACCORDÉ,GER-CLI-1941
A14,24,A32,A42,929,A65,A74,4,A93,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,1,0,38.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1942
A14,4,A34,A40,1455,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1,0,16.8,✅ ACCORDÉ,GER-CLI-1943
A11,15,A32,A42,1845,A61,A72,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,1,0,29.0,✅ ACCORDÉ,GER-CLI-1944
A12,48,A30,A40,8358,A63,A72,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,1,0,68.9,❌ REFUSÉ,GER-CLI-1945
A11,24,A31,A42,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,2,1,48.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1946
A14,12,A32,A40,2859,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,0,33.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1947
A14,18,A32,A42,1533,A61,A72,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,2,1,31.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1948
A14,24,A32,A43,3621,A62,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,2,1,38.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1949
